"model","experiment","ensemble","variable","year","value","units"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2065,0.000621647923253236,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2066,0.000627505940329372,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2067,0.000633423955156701,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2068,0.000639402968276063,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2069,0.000645442984569847,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2070,0.000651544998072896,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2071,0.000657709013214056,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2072,0.000663935028588611,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2073,0.000670223039551879,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2074,0.0006765730547308,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2075,0.000682986069310862,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2076,0.000689462085635491,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2077,0.000696003096455446,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2078,0.000702607113341481,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2079,0.000709276124733085,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2080,0.000716009142078961,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2081,0.000722809159970994,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2082,0.000729680183339226,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2083,0.000736630194098595,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2084,0.000743658212315553,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2085,0.000750765228926787,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2086,0.000757952240739617,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2087,0.000765217256907033,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2088,0.000772562269220792,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2089,0.000779985289644717,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2090,0.000787489299061147,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2091,0.000795071323102482,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2092,0.00080273733773606,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2093,0.000810490353361241,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2094,0.000818329368075558,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2095,0.000826255384680634,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2096,0.000834268398055073,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2097,0.000842368413026832,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2098,0.000850555430721215,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2099,0.000858830428107143,"mol mol-1"
"BCC-CSM2-MR","ssp370","r1i1p1f1","co2",2100,0.000867192477655795,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2015,0.000399949407298353,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2016,0.000403116496396751,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2017,0.00040579455023003,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2018,0.000408760140968137,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2019,0.000411790243547384,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2020,0.000414891242205614,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2021,0.000418065290207827,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2022,0.000421335327191432,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2023,0.000424721344025873,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2024,0.000428220363872573,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2025,0.00043183038451025,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2026,0.000435550403460836,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2027,0.000439378427171392,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2028,0.000443315448282634,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2029,0.000447361469399106,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2030,0.000451515493247201,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2031,0.000455779526879913,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2032,0.000460164562344391,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2033,0.000464682581850581,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2034,0.00046933160871538,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2035,0.000474112632617552,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2036,0.000479025660688462,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2037,0.000484072682953779,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2038,0.000489252710599366,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2039,0.000494567737994154,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2040,0.000500019762267544,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2041,0.000505608796402838,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2042,0.000511342830136474,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2043,0.000517228856732337,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2044,0.000523267884244259,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2045,0.000529460914828259,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2046,0.000535809942531387,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2047,0.000542314970872912,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2048,0.000548978001728212,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2049,0.000555801031760708,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2050,0.000562785056450452,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2051,0.000569931109087118,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2052,0.000577259153757188,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2053,0.000584785184093381,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2054,0.000592508218941169,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2055,0.000600430249297749,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2056,0.00060855128264326,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2057,0.000616871317445822,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2058,0.000625392349507784,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2059,0.000634115384106365,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2060,0.000643042416180255,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2061,0.000652173448907927,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2062,0.00066150847972278,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2063,0.000671046517648319,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2064,0.00068079054955839,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2065,0.000690740585881682,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2066,0.000700900617859924,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2067,0.000711270653624032,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2068,0.000721852687967979,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2069,0.000732649723770478,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2070,0.000743663758812399,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2071,0.000754894772208626,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2072,0.000766324780799121,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2073,0.000777931818293608,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2074,0.000789720844859903,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2075,0.000801692878012993,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2076,0.000813849909135466,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2077,0.000826194939712241,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2078,0.000838728970457611,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2079,0.000851453998065021,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2080,0.000864371044215791,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2081,0.000877481985359058,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2082,0.000890710936505998,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2083,0.000903982963679753,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2084,0.000917302971750838,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2085,0.000930672991200188,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2086,0.000944094005509825,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2087,0.000957569019169591,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2088,0.000971098034939377,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2089,0.000984683044510441,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2090,0.000998323069918061,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2091,0.00101202203784632,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2092,0.00102574202224373,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2093,0.00103945202506054,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2094,0.00105315204694502,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2095,0.00106685202529969,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2096,0.00108053205592251,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2097,0.00109421206041174,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2098,0.00110789204293334,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2099,0.00112155206306914,"mol mol-1"
"BCC-CSM2-MR","ssp585","r1i1p1f1","co2",2100,0.00113521207534998,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1850,0.000288522275291623,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1851,0.000288810481225714,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1852,0.000289162572710751,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1853,0.000289249479984838,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1854,0.00028968903473639,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1855,0.000289242782122393,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1856,0.000289211135526223,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1857,0.000289223122913249,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1858,0.000289474454609228,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1859,0.000289434969269607,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1860,0.000289676815957444,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1861,0.000289513166001306,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1862,0.000289458275931283,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1863,0.000289088429830952,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1864,0.00028875686899056,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1865,0.000288227058180281,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1866,0.000288111895759396,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1867,0.0002878952937218,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1868,0.000287718698089943,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1869,0.000287912866094812,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1870,0.000288381078903314,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1871,0.000289086477113057,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1872,0.000289078499254311,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1873,0.000289452598992133,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1874,0.000289429758224245,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1875,0.000289213748540176,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1876,0.000289194290643303,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1877,0.000289440494734632,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1878,0.000289684414762179,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1879,0.000289776123596961,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1880,0.000290060432517394,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1881,0.000290289420110347,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1882,0.000290222732511777,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1883,0.000290903937048799,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1884,0.000290336568094072,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1885,0.000289441430562188,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1886,0.000288800309951441,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1887,0.000288356834889826,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1888,0.000288698915111224,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1889,0.000288466034931011,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1890,0.000288536146994112,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1891,0.000288614329861577,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1892,0.000288822154359783,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1893,0.000288582717815968,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1894,0.000288673627923466,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1895,0.000288964680692986,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1896,0.000289329448348967,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1897,0.000289403546378101,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1898,0.000289569911645324,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1899,0.000289986147496531,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1900,0.000290394917129123,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1901,0.000290615007763535,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1902,0.000290545100073315,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1903,0.000290400897708236,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1904,0.00029000765494158,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1905,0.000289769766467312,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1906,0.000289780961634149,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1907,0.000289250153320588,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1908,0.000289179247145479,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1909,0.000289331643276373,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1910,0.000288957305282632,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1911,0.000289505832475534,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1912,0.000289004560169401,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1913,0.000288413465551017,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1914,0.000288395482162111,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1915,0.000288570141606153,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1916,0.000289091478722728,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1917,0.000289605917531118,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1918,0.000289779707298697,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1919,0.000289874306894348,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1920,0.000289988757140073,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1921,0.000290008524690271,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1922,0.00029030649565228,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1923,0.000290522118074889,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1924,0.000290676760948212,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1925,0.000291038085983545,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1926,0.000291109324709056,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1927,0.000291120553421129,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1928,0.000291738772557754,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1929,0.000292036751475657,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1930,0.000292687107062367,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1931,0.000292839780078872,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1932,0.000292688800089155,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1933,0.000293284723023547,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1934,0.000293534427827523,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1935,0.000294089394200958,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1936,0.000294279032766649,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1937,0.000294539165468799,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1938,0.00029516655831768,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1939,0.000295509873812362,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1940,0.000295455674671038,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1941,0.000295038466233958,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1942,0.000295715225591079,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1943,0.000295950239729467,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1944,0.000296289421355779,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1945,0.000296851508577353,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1946,0.00029730766671606,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1947,0.000297694907288741,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1948,0.000297867718296279,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1949,0.000298187606191211,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1950,0.000298355505680556,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1951,0.000299064003224185,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1952,0.00029941681037895,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1953,0.00030010568001999,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1954,0.000300224168945302,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1955,0.000300663856890828,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1956,0.000301221257376447,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1957,0.000301505789980248,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1958,0.000302227298076556,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1959,0.000302594114320657,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1960,0.000303149092809483,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1961,0.000303643556239832,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1962,0.000304209495683734,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1963,0.000304404705997751,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1964,0.000304141074941126,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1965,0.000304747715697788,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1966,0.000305005816416716,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1967,0.000305724301869865,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1968,0.000306365876747612,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1969,0.000307623661891448,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1970,0.000308642021904911,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1971,0.000309742210982039,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1972,0.000310566947937152,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1973,0.000311092269517311,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1974,0.000312010227647615,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1975,0.000312809108823921,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1976,0.000314072821317467,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1977,0.000315197506493895,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1978,0.000316619747075861,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1979,0.000317870537324215,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1980,0.000319381940428374,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1981,0.000320058172584597,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1982,0.000321697309022724,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1983,0.000322549514065476,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1984,0.000323081649481652,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1985,0.000324277050204558,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1986,0.000325000961347476,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1987,0.000325884172003998,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1988,0.000327123170681653,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1989,0.00032830998810907,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1990,0.000330017231396989,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1991,0.000331082089698968,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1992,0.000331299264043843,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1993,0.000331352379201382,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1994,0.000331824373200502,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1995,0.000332424605273457,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1996,0.000333966439152317,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1997,0.000335770510172642,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r2i1p1f1","co2",1998,0.000337025278618023,"mol mol-1"
