"model","experiment","ensemble","variable","year","value","units"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1887,0.00041290181009875,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1888,0.000417030831158627,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1889,0.000421201133576687,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1890,0.000425413153910389,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1891,0.000429667280210803,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1892,0.000433963951460707,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1893,0.00043830359451628,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1894,0.000442686633808383,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1895,0.000447113493767877,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1896,0.000451584630354773,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1897,0.000456100477701208,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1898,0.000460661479640597,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1899,0.000465268094558269,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1900,0.000469920775988915,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1901,0.000474619987168505,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1902,0.000479366184057047,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1903,0.000484159846867745,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1904,0.000489001446112525,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1905,0.000493891464429907,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1906,0.000498830374757138,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1907,0.000503818679135293,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1908,0.00050885686747885,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1909,0.000513945424851651,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1910,0.000519084894525198,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1911,0.0005242757324595,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1912,0.000529518496477976,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1913,0.000534813676495105,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1914,0.000540161815782388,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1915,0.000545563438208774,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1916,0.00055101906764321,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1917,0.000556529252207838,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1918,0.000562094549726074,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1919,0.00056771550346942,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1920,0.000573392642157463,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1921,0.000579126572120003,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1922,0.000584917841479182,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1923,0.00059076702746097,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1924,0.000596674687888784,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1925,0.000602641448494978,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1926,0.000608667852551055,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1927,0.00061475452578937,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1928,0.000620902084241,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1929,0.000627111105131917,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1930,0.000633382204493197,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1931,0.000639716027459751,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1932,0.000646113190062654,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1933,0.000652574327735541,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1934,0.000659100071061402,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1935,0.000665691070025787,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1936,0.000672347984315517,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1937,0.000679071449364225,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1938,0.00068586216851448,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1939,0.000692720801453106,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1940,0.000699648012717565,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1941,0.000706644481397234,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1942,0.000713710925386598,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1943,0.000720848038326949,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1944,0.00072805651385958,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1945,0.000735337074729614,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1946,0.000742690458234089,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1947,0.000750117358014298,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1948,0.000757618521068555,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1949,0.000765194718648369,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1950,0.000772846663797585,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1951,0.000780575127767709,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1952,0.000788380876959612,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1953,0.000796264692326076,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1954,0.000804227330566694,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1955,0.000812269611439357,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1956,0.000820392301344933,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1957,0.000828596229742591,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1958,0.00083688219213703,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1959,0.000845251013136779,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1960,0.000853703531902283,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1961,0.000862240563340795,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1962,0.000870862970865952,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1963,0.000879571593638199,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1964,0.000888367309623087,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1965,0.000897250991935531,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1966,0.000906223494287891,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1967,0.000915285728600187,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1968,0.000924438582539248,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1969,0.000933682972875734,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1970,0.000943019801828389,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1971,0.000952450000719788,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1972,0.000961974500872505,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1973,0.000971594243310392,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1974,0.000981310188459853,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1975,0.000991123272494102,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1976,0.00100103452374848,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1977,0.00101104485414301,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1978,0.00102115533081815,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1979,0.00103136688509646,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1980,0.00104168053561201,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1981,0.00105209733980397,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1982,0.00106261830660515,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1983,0.00107324449345469,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1984,0.0010839769577918,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1985,0.00109481669884796,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1986,0.00110576488077641,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1987,0.00111682253191248,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1988,0.00112799075820173,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1989,0.00113927065588844,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1990,0.00115066337942456,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1991,0.00116217001535309,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1992,0.00117379169872341,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1993,0.00118552962279258,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1994,0.00119738492260997,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1995,0.00120935875262755,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1996,0.00122145236431,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1997,0.0012336668636029,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1998,0.0012460035601786,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",1999,0.00125846355998268,"mol mol-1"
"BCC-CSM2-MR","1pctCO2","r1i1p1f1","co2",2000,0.0012710482114926,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1850,0.000287856876644811,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1851,0.000287604782322813,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1852,0.000287511919180379,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1853,0.000287976946106442,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1854,0.000288001021172961,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1855,0.000287650827982897,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1856,0.00028766472011306,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1857,0.000287330475219897,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1858,0.000287453095846745,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1859,0.000288504206544572,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1860,0.00028844758977934,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1861,0.000288301464757994,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1862,0.000288626875965305,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1863,0.000288695289086276,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1864,0.000289439185183303,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1865,0.000289749141901674,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1866,0.000289960562499821,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1867,0.000289702846494863,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1868,0.000289977598838422,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1869,0.00028995317982208,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1870,0.000289734987984617,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1871,0.000289907535828067,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1872,0.000289701988325329,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1873,0.000289740573701815,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1874,0.000289955828131649,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1875,0.000290075705555938,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1876,0.000290513767203659,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1877,0.000290128046506937,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1878,0.000290047430229689,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1879,0.000289889159338249,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1880,0.000289710014570281,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1881,0.000290064183760877,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1882,0.000290251705796463,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1883,0.000290624904577765,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1884,0.000289975609902607,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1885,0.000288910383587279,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1886,0.000288343346824081,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1887,0.000288075347111091,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1888,0.000288360715102536,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1889,0.000289047151419143,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1890,0.000289273338088422,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1891,0.000289511971944082,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1892,0.000288850537775596,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1893,0.00028888869415809,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1894,0.00028897180365031,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1895,0.000289331159776995,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1896,0.000289705723097494,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1897,0.000290134688674403,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1898,0.000290135039467564,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1899,0.000290388343781954,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1900,0.000290772656864552,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1901,0.000290984387425812,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1902,0.000290661627853114,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1903,0.00029013104701876,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1904,0.000289683703436596,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1905,0.00028981322278463,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1906,0.000289686076803593,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1907,0.000289881433189551,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1908,0.00028976422223872,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1909,0.000290068775399967,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1910,0.000290242674571268,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1911,0.00028978329185378,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1912,0.000289832124525551,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1913,0.000289935155148256,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1914,0.00029006511706388,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1915,0.000290205617479411,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1916,0.000290721326847542,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1917,0.000290644398638864,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1918,0.000290750259005983,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1919,0.000290769026009067,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1920,0.000291041779276548,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1921,0.00029097324980948,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1922,0.000291178524814656,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1923,0.000291351665074012,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1924,0.000291606540720572,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1925,0.00029172128493539,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1926,0.000291820108965937,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1927,0.000291933530190361,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1928,0.000291995182345473,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1929,0.000292589180365424,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1930,0.000292475923134789,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1931,0.00029281235347065,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1932,0.000293630697300137,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1933,0.000294084359224096,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1934,0.000294327961538802,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1935,0.000294467651934741,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1936,0.000294871221871869,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1937,0.000295408818500944,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1938,0.000296150071869974,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1939,0.000296589658920081,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1940,0.000296627201614725,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1941,0.000296791646742774,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1942,0.000296990015020047,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1943,0.000297296041802114,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1944,0.000297754538525125,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1945,0.000297858894441894,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1946,0.000298015320257675,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1947,0.000298545916245894,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1948,0.000298877902289973,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1949,0.000299573845460457,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1950,0.000299810843731865,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1951,0.000300541283486895,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1952,0.000300618056788644,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1953,0.000301045946351899,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1954,0.000301541813216781,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1955,0.000301739657456491,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1956,0.000302296829457558,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1957,0.000302976139318129,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1958,0.000303458493244558,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1959,0.00030412907341962,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1960,0.000304734029317433,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1961,0.000304976995595676,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1962,0.00030548941627445,"mol mol-1"
"BCC-CSM2-MR","esm-hist","r1i1p1f1","co2",1963,0.000306089628373852,"mol mol-1"
